PkMn, PokeName, Quick Move Name, Charge Move Name, Attack(IV0), Defense(IV0), Att*Def(IV0), Should use charge, Base Attack, Base Defense, Base Stamina, Quick Move PPS, Charge Move PPS, Charge PPS Active Fraction, Total PPS, IV10%, IV20%, IV30%, IV40%, IV50%, IV60%, IV70%, IV80%, IV90%, IV100%
20,Raticate,Quick Attack,Hyper Fang,17.9965482703,16.5,296.94304646,1,146,150,110,9.3984962406,21.0682957393,0.2508960573,12.3264029249,307.125502716,317.535658451,328.176009759,339.049052739,350.157283487,361.503198099,373.089292673,384.918063303,396.992006088,409.313617124
20,Raticate,Quick Attack,Hyper Beam,20.0595629699,16.5,330.982789004,1,146,150,110,9.3984962406,30.234962406,0.2083333333,13.7394266917,342.332500037,353.936012629,365.796109015,377.915571429,390.297182103,402.943723273,415.857977172,429.042726034,442.500752093,456.234837582
21,Spearow,Peck,Aerial Ace,12.2820440429,6.24,76.6399548278,1,102,78,80,10.8695652174,13.2027736132,0.5021645022,12.0412196499,80.7487049513,85.0007756917,89.398605396,93.9446324111,98.641295084,103.491031762,108.496280791,113.659480519,118.983069293,124.46948546
21,Spearow,Peck,Drill Peck,14.4454764535,6.24,90.1397730696,1,102,78,80,10.8695652174,18.790257649,0.415704388,14.1622318171,94.9722629186,99.9733187318,105.145808361,110.492599659,116.016560476,121.720558666,127.607462079,133.680138568,139.941455985,146.394282182
21,Spearow,Peck,Twister,11.624673913,6.24,72.5379652174,1,102,78,80,10.8695652174,11.8458132045,0.54,11.3967391304,76.4268032813,80.4512910326,84.6137363111,88.9164469565,93.3617308084,97.9518957065,102.68924949,107.5761,112.614755075,117.807522554
21,Spearow,Quick Attack,Aerial Ace,11.0432330827,6.24,68.9097744361,1,102,78,80,9.3984962406,13.1659968888,0.3790849673,10.8266991007,72.6041013034,76.4272929567,80.3815418026,84.4690402477,88.6919806985,93.0525555617,97.5529572438,102.195378151,106.982010691,111.915047269
21,Spearow,Quick Attack,Drill Peck,12.4586654764,6.24,77.7420725727,1,102,78,80,9.3984962406,18.7534809245,0.3010033445,12.214377918,81.9099084098,86.2231258801,90.6841983951,95.2955993663,100.059802205,104.979280324,110.056507133,115.293956044,120.694100469,126.25941382
21,Spearow,Quick Attack,Twister,10.6077935223,6.24,66.1926315789,1,102,78,80,9.3984962406,11.8090364801,0.4153846154,10.3997975709,69.7412895053,73.4137310223,77.2120620888,81.138388664,85.1948167067,89.3834521761,93.7064010311,98.1657692308,102.763662734,107.5021875
22,Fearow,Peck,Aerial Ace,20.2292490119,18.98,383.951146245,1,168,146,130,10.8695652174,13.2027736132,0.5021645022,12.0412196499,395.874888746,408.041653162,420.453877841,433.114001129,446.024461374,459.187696923,472.606146122,486.282247318,500.218438859,514.417159091
22,Fearow,Peck,Drill Run,25.3038039701,18.98,480.266199353,1,168,146,130,10.8695652174,19.7410485934,0.4725503822,15.0617880775,495.181040861,510.399866906,525.925727502,541.761672659,557.910752391,574.376016708,591.160515625,608.267299151,625.6994173,643.459920083
22,Fearow,Peck,Twister,19.1465217391,18.98,363.400982609,1,168,146,130,10.8695652174,11.8458132045,0.54,11.3967391304,374.686532303,386.202096685,397.949983594,409.93250087,422.151956352,434.61065788,447.310913295,460.255030435,473.44531714,486.88408125
22,Fearow,Steel Wing,Aerial Ace,18.9473684211,18.98,359.621052632,0,168,146,130,11.2781954887,10.6267824734,0.54,11.2781954887,370.789215226,382.185,393.810690789,405.668571429,417.760925752,430.090037594,442.658190789,455.467669173,468.520756579,481.819736842
22,Fearow,Steel Wing,Drill Run,20.8698995706,18.98,396.110693851,1,168,146,130,11.2781954887,16.115656789,0.2365628805,12.4225592682,408.412055525,420.964135502,433.769449349,446.830512636,460.149840929,473.729949798,487.573354811,501.682571536,516.060115541,530.708502394
22,Fearow,Steel Wing,Twister,18.9473684211,18.98,359.621052632,0,168,146,130,11.2781954887,9.5412141465,0.2365628805,11.2781954887,370.789215226,382.185,393.810690789,405.668571429,417.760925752,430.090037594,442.658190789,455.467669173,468.520756579,481.819736842
23,Ekans,Poison Sting,Wrap,14.6086956522,7.84,114.532173913,0,112,112,70,13.0434782609,8.1385869565,0.2365628805,13.0434782609,120.140983696,125.925,131.88686413,138.029217391,144.354701087,150.865956522,157.565625,164.456347826,171.540766304,178.821521739
23,Ekans,Poison Sting,Sludge Bomb,18.6921650286,7.84,146.546573824,1,112,112,70,13.0434782609,26.7683946488,0.2656449553,16.6894330612,153.723176073,161.123959132,168.75230261,176.611586118,184.705189266,193.036491665,201.608872925,210.425712655,219.490390466,228.806285968
23,Ekans,Poison Sting,Gunk Shot,17.3868001251,7.84,136.312512981,1,112,112,70,13.0434782609,27.4094202899,0.1726618705,15.5239286831,142.987938149,149.871888489,156.967507597,164.277939068,171.806326497,179.555813481,187.529543615,195.730660494,204.162307714,212.827628871
23,Ekans,Acid,Wrap,13.3333333333,7.84,104.533333333,0,112,112,70,11.9047619048,8.1101190476,0.1726618705,11.9047619048,109.652485119,114.931547619,120.372931548,125.979047619,131.752306548,137.695119048,143.809895833,150.099047619,156.564985119,163.210119048
23,Ekans,Acid,Sludge Bomb,17.6105610561,7.84,138.06679868,1,112,112,70,11.9047619048,26.7399267399,0.2574257426,15.7237152287,144.828133811,151.800677746,158.987614539,166.392128241,174.017402905,181.866622584,189.942971328,198.249633192,206.789792227,215.566632485
23,Ekans,Acid,Gunk Shot,16.2222222222,7.84,127.182222222,1,112,112,70,11.9047619048,27.380952381,0.1666666667,14.4841269841,133.410523562,139.833382937,146.453733383,153.274507937,160.298639633,167.529061508,174.968706597,182.620507937,190.487398562,198.572311508
24,Arbok,Bite,Dark Pulse,21.0678292683,19.92,419.671159024,1,166,166,120,12,13.1571428571,0.5975609756,12.6914634146,432.630967569,445.8514905,459.33529784,473.08495961,487.103045831,501.392126524,515.954771712,530.793551415,545.911035654,561.309794451
24,Arbok,Bite,Sludge Wave,24.6782168022,19.92,491.590078699,1,166,166,120,12,20.8882352941,0.3224932249,14.866395664,506.770805716,522.256925667,538.051448995,554.157386146,570.577747566,587.315543699,604.373784991,621.755481886,639.46364483,657.501284268
24,Arbok,Bite,Gunk Shot,24.8134929577,19.92,494.284779718,1,166,166,120,12,21.9666666667,0.2957746479,14.9478873239,509.548721435,525.119730127,541.000832741,557.195056225,573.705427526,590.534973592,607.686721368,625.163697803,642.968929843,661.105444437
24,Arbok,Acid,Dark Pulse,22.8314313891,19.92,454.802113271,1,166,166,120,11.9047619048,16.369047619,0.4142011834,13.7538743308,468.846796083,483.174017857,497.786563755,512.687218935,527.878768557,543.363997781,559.145691766,575.226635672,591.609614658,608.297413884
24,Arbok,Acid,Sludge Wave,24.0955615942,19.92,479.983586957,1,166,166,120,11.9047619048,26.0329131653,0.1847826087,14.5153985507,494.805895465,509.926386549,525.347999575,541.073673913,557.10634893,573.448963995,590.104458475,607.075771739,624.365843156,641.977612092
24,Arbok,Acid,Gunk Shot,24.0436507937,19.92,478.94952381,1,166,166,120,11.9047619048,27.380952381,0.1666666667,14.4841269841,493.739899554,508.827815476,524.216204613,539.908,555.906134673,572.213541667,588.833154018,605.767904762,623.020726935,640.594553571
25,Pikachu,Thunder Shock,Discharge,17.1890359696,7.56,129.94911193,1,124,108,70,10.4166666667,17.7604166667,0.4691689008,13.8621257819,136.205210589,142.652502618,149.293795097,156.131895107,163.169609728,170.409746041,177.855111127,185.508512064,193.372755935,201.45064982
25,Pikachu,Thunder Shock,Thunderbolt,20.2526201431,7.56,153.109808282,1,124,108,70,10.4166666667,25.7233796296,0.3865030675,16.33275818,160.48092496,168.077311206,175.902274402,183.959121933,192.251161181,200.78169953,209.554044365,218.571503067,227.837383022,237.354991612
25,Pikachu,Thunder Shock,Thunder,20.7516070107,7.56,156.882149001,1,124,108,70,10.4166666667,29.3301841085,0.3340732519,16.7351669441,164.434876276,172.21842334,180.236179066,188.491532325,196.987871988,205.728586926,214.717066011,223.956698113,233.450872105,243.202976857
25,Pikachu,Quick Attack,Discharge,11.6807126139,7.56,88.3061873612,1,124,108,70,7.5187969925,14.1879699248,0.2850627138,9.4199295274,92.5574839813,96.9387049794,101.451757891,106.098550252,110.880989599,115.800983466,120.86043939,126.061264907,131.405367551,136.89465486
25,Pikachu,Quick Attack,Thunderbolt,12.9017009737,7.56,97.5368593615,1,124,108,70,7.5187969925,20.5583402952,0.2213114754,10.4045975595,102.23254528,107.071736611,112.056540284,117.189063232,122.471412384,127.905694672,133.494017027,139.23848638,145.141209662,151.204293803
25,Pikachu,Quick Attack,Thunder,12.967601407,7.56,98.0350666365,1,124,108,70,7.5187969925,23.4437838783,0.1845493562,10.4577430701,102.754737589,107.618646963,112.628912452,117.787651747,123.096982543,128.559022532,134.175889407,139.949700862,145.882574588,151.976628279
26,Raichu,Thunder Shock,Brick Break,31.1827956989,18.48,576.258064516,1,200,154,120,10.4166666667,24.7395833333,0.3612903226,15.5913978495,593.5629375,611.203532258,629.183006048,647.504516129,666.171219758,685.186274194,704.552836694,724.274064516,744.353114919,764.793145161
26,Raichu,Thunder Shock,Thunder Punch,30.6352459016,18.48,566.139344262,1,200,154,120,10.4166666667,21.09375,0.4590163934,15.3176229508,583.140354828,600.471192111,618.134957928,636.134754098,654.473682441,673.154844775,692.181342918,711.556278689,731.282753906,751.363870389
26,Raichu,Thunder Shock,Thunder,33.4703338883,18.48,618.531770255,1,200,154,120,10.4166666667,29.3301841085,0.3340732519,16.7351669441,637.106111128,656.040801982,675.33923169,695.004789123,715.040863152,735.450842649,756.238116484,777.406073529,798.958102656,820.897592736
26,Raichu,Spark,Brick Break,30.4237288136,18.48,562.230508475,1,200,154,120,12.5,25,0.2169491525,15.2118644068,579.114137765,596.325316525,613.867125159,631.742644068,649.954953655,668.507134322,687.402266472,706.643430508,726.233706833,746.176175847
26,Raichu,Spark,Thunder Punch,30.0764525994,18.48,555.812844037,1,200,154,120,12.5,21.1458333333,0.2935779817,15.0382262997,572.503752609,589.518471789,606.860046818,624.531522936,642.535945384,660.876359404,679.555810235,698.577343119,717.944003297,737.658836009
26,Raichu,Spark,Thunder,31.6599770642,18.48,585.076376147,1,200,154,120,12.5,29.3822674419,0.1972477064,15.8299885321,602.646060631,620.556604343,638.811212857,657.413091743,676.365446576,695.671482927,715.33440637,735.357422477,755.743736821,776.496554974
27,Sandshrew,Scratch,Dig,11.0361120841,11.4,125.811677758,1,90,114,100,12,12.3689655172,0.711033275,12.2623467601,131.535419339,137.429392949,143.496081713,149.737968757,156.157537204,162.757270182,169.539650815,176.507162228,183.662287546,191.007509895
27,Sandshrew,Scratch,Rock Slide,12.8341388175,11.4,146.309182519,1,90,114,100,12,15.925,0.5758354756,14.2601542416,152.96544819,159.819680452,166.874766987,174.133595476,181.599053599,189.274029039,197.161409476,205.264082591,213.584936067,222.126857584
27,Sandshrew,Scratch,Rock Tomb,10.8,11.4,123.12,0,90,114,100,12,10.3235294118,0.5758354756,12,128.721285,134.48916,140.426055,146.5344,152.816625,159.27516,165.912435,172.73088,179.732925,186.921
27,Sandshrew,Mud Shot,Dig,13.3864990329,11.4,152.606088975,1,90,114,100,13.6363636364,15.4271159875,0.6910638298,14.8738878143,159.548829367,166.698056507,174.056782356,181.628018878,189.414778034,197.420071787,205.646912099,214.098310932,222.777280249,231.686832012
27,Sandshrew,Mud Shot,Rock Slide,15.3729402533,11.4,175.251518888,1,90,114,100,13.6363636364,19.8721590909,0.552404439,17.0810447259,183.224502189,191.434613093,199.885310512,208.580053357,217.522300541,226.715510974,236.163143569,245.868657236,255.835510887,266.067163435
27,Sandshrew,Mud Shot,Rock Tomb,12.2727272727,11.4,139.909090909,0,90,114,100,13.6363636364,12.7339572193,0.552404439,13.6363636364,146.2741875,152.828590909,159.5750625,166.516363636,173.655255682,180.9945,188.536857955,196.285090909,204.241960227,212.410227273
28,Sandslash,Metal Claw,Earthquake,24.5021645022,25.8,632.155844156,1,150,172,150,12.6984126984,24.126984127,0.3181818182,16.3347763348,650.485974675,669.166363636,688.200318831,707.591148052,727.342159091,747.45665974,767.937957792,788.789361039,810.014177273,831.615714286
28,Sandslash,Metal Claw,Rock Tomb,19.0476190476,25.8,491.428571429,0,150,172,150,12.6984126984,10.4108309991,0.3181818182,12.6984126984,505.678142857,520.2,534.996714286,550.070857143,565.425,581.061714286,596.983571429,613.193142857,629.693,646.485714286
28,Sandslash,Metal Claw,Bulldoze,19.0476190476,25.8,491.428571429,0,150,172,150,12.6984126984,10.6115779645,0.3181818182,12.6984126984,505.678142857,520.2,534.996714286,550.070857143,565.425,581.061714286,596.983571429,613.193142857,629.693,646.485714286
28,Sandslash,Mud Shot,Earthquake,29.0584607928,25.8,749.708288453,1,150,172,150,13.6363636364,30.1028138528,0.3483412322,19.3723071952,771.446995618,793.601093481,816.174504932,839.171152865,862.594960172,886.449849744,910.739744475,935.468567255,960.640240979,986.258688537
28,Sandslash,Mud Shot,Rock Tomb,20.4545454545,25.8,527.727272727,0,150,172,150,13.6363636364,12.7339572193,0.3483412322,13.6363636364,543.029369318,558.623863636,574.513517045,590.701090909,607.189346591,623.981045455,641.078948864,658.485818182,676.204414773,694.2375
28,Sandslash,Mud Shot,Bulldoze,20.4545454545,25.8,527.727272727,0,150,172,150,13.6363636364,13.2085561497,0.3483412322,13.6363636364,543.029369318,558.623863636,574.513517045,590.701090909,607.189346591,623.981045455,641.078948864,658.485818182,676.204414773,694.2375
29,NidoranF,Bite,Poison Fang,12,11.44,137.28,0,100,104,110,12,10.7166666667,0.3483412322,12,143.276385,149.44476,155.787555,162.3072,169.006125,175.88676,182.951535,190.20288,197.643225,205.275
29,NidoranF,Bite,Body Slam,16.2381959911,11.44,185.764962138,1,100,104,110,12,25.941025641,0.3040089087,16.2381959911,193.879168377,202.22610856,210.809070922,219.631343697,228.69621512,238.006973427,247.56690685,257.379303626,267.447451988,277.774640173
29,NidoranF,Bite,Sludge Bomb,15.9828703704,11.44,182.844037037,1,100,104,110,12,21.4538461538,0.4212962963,15.9828703704,190.830657383,199.046352218,207.494358073,216.177911481,225.100248973,234.264607079,243.67422233,253.332331259,263.242170396,273.406976273
29,NidoranF,Poison Sting,Poison Fang,13.1815371935,11.44,150.796785494,1,100,104,110,13.0434782609,13.3469202899,0.4549763033,13.1815371935,157.383583152,164.159305193,171.126620876,178.288199464,185.646710218,193.204822399,200.965205267,208.930528086,217.103460115,225.486670616
29,NidoranF,Poison Sting,Body Slam,16.4914199088,11.44,188.661843757,1,100,104,110,13.0434782609,32.3773690078,0.1783366676,16.4914199088,196.902585671,205.379690861,214.096498839,223.056349118,232.262581211,241.71853463,251.427548887,261.392963495,271.618117967,282.106351815
29,NidoranF,Poison Sting,Sludge Bomb,16.6894330612,11.44,190.927114221,1,100,104,110,13.0434782609,26.7683946488,0.2656449553,16.6894330612,199.26680306,207.845693198,216.667164246,225.734595813,235.051367511,244.620858948,254.446449736,264.531519485,274.879447804,285.493614304
30,Nidorina,Bite,Poison Fang,15.84,19.04,301.5936,0,132,136,140,12,10.7166666667,0.2656449553,12,311.689125,322.0074,332.550855,343.32192,354.323025,365.5566,377.025075,388.73088,400.676445,412.8642
30,Nidorina,Bite,Dig,16.1862977233,19.04,308.187108651,1,132,136,140,12,12.3689655172,0.711033275,12.2623467601,318.503344341,329.047199842,339.821158281,350.827702781,362.069316469,373.548482469,385.267683908,397.229403909,409.436125599,421.890332102
30,Nidorina,Bite,Sludge Bomb,21.0973888889,19.04,401.694284444,1,132,136,140,12,21.4538461538,0.4212962963,15.9828703704,415.140573394,428.883544375,442.926433918,457.272478556,471.924914818,486.886979236,502.161908342,517.752938667,533.663306741,549.896249097
30,Nidorina,Poison Sting,Poison Fang,17.3996290954,19.04,331.288937977,1,132,136,140,13.0434782609,13.3469202899,0.4549763033,13.1815371935,342.378482833,353.712709973,365.294288659,377.125888152,389.210177712,401.549826602,414.147504083,427.005879415,440.12762186,453.51540068
30,Nidorina,Poison Sting,Dig,18.9374294477,19.04,360.568656684,1,132,136,140,13.0434782609,15.4122938531,0.5500889152,14.3465374604,372.638308984,384.974268885,397.579441561,410.456732187,423.609045936,437.039287982,450.750363499,464.74517766,479.02663564,493.597642612
30,Nidorina,Poison Sting,Sludge Bomb,22.0300516408,19.04,419.452183242,1,132,136,140,13.0434782609,26.7683946488,0.2656449553,16.6894330612,433.492898967,447.843412294,462.507102832,477.487350192,492.787533983,508.411033816,524.361229302,540.64150005,557.25522567,574.205785774
31,Nidoqueen,Poison Jab,Earthquake,32.6586309524,34.2,1116.92517857,1,184,190,180,14.2857142857,30.119047619,0.21875,17.7492559524,1144.37793057,1172.27676574,1200.62527831,1229.4270625,1258.68571254,1288.40482266,1318.58798707,1349.2388,1380.36085568,1411.95774833
31,Nidoqueen,Poison Jab,Sludge Wave,30.3,34.2,1036.26,1,184,190,180,14.2857142857,26.0924369748,0.1847826087,16.4673913043,1061.73009355,1087.6140538,1113.91521542,1140.63691304,1167.78248132,1195.35525489,1223.35856841,1251.79575652,1280.67015387,1309.98509511
31,Nidoqueen,Poison Jab,Stone Edge,33.0749802684,34.2,1131.16432518,1,184,190,180,14.2857142857,35.8294930876,0.1712707182,17.9755327545,1158.96705922,1187.22156334,1215.93147758,1245.10044199,1274.73209661,1304.83008149,1335.39803668,1366.43960221,1397.95841814,1429.95812451
31,Nidoqueen,Bite,Earthquake,30.3303375315,34.2,1037.29754358,1,184,190,180,12,24.1095238095,0.3702770781,16.4838790932,1062.79313877,1088.70301505,1115.0305104,1141.77896282,1168.95171029,1196.55209079,1224.58344231,1253.04910283,1281.95241034,1311.29670283
31,Nidoqueen,Bite,Sludge Wave,27.3541680217,34.2,935.512546341,1,184,190,180,12,20.8882352941,0.3224932249,14.866395664,958.506381932,981.873847211,1005.61795263,1029.74170862,1054.24812564,1079.14021412,1104.42098452,1130.09344728,1156.16061285,1182.62549167
31,Nidoqueen,Bite,Stone Edge,31.4391073919,34.2,1075.2174728,1,184,190,180,12,28.8064516129,0.3026499303,17.0864714086,1101.64509677,1128.50214649,1155.79208195,1183.51836318,1211.68445018,1240.29380297,1269.34988155,1298.85614594,1328.81605615,1359.23307218
32,NidoranM,Peck,Horn Attack,10.9411008781,8.648,94.6186403941,1,110,94,92,8.6956521739,11.581027668,0.4334975369,9.9464553438,99.0280408117,103.571942172,108.252358631,113.071304348,118.030793478,123.13284018,128.37945861,133.772662926,139.314467284,145.006885843
